Start	Finish	Task	CPU Decision	Frequency
1918.000000	1920.000000	T[0][239]	Execute()	1.000000
1920.000000	_______	T[0][241]	DelayedArrival	____
1920.000000	1924.000000	____	Sleep	____
1924.000000	1924.500000	T[0][240]	Execute()	1.000000
1924.500000	1925.500000	T[1][137]	Execute()	1.000000
1925.500000	1927.000000	____	Sleep	____
1927.000000	1928.000000	T[2][7]	Execute()	1.000000
1928.000000	_______	T[0][242]	DelayedArrival	____
1928.000000	1928.500000	T[0][241]	Execute()	1.000000
1928.500000	1932.000000	T[2][7]	Execute()	1.000000
1932.000000	_______	T[1][139]	DelayedArrival	____
1932.000000	1932.500000	T[1][138]	Execute()	1.000000
1932.500000	1941.000000	____	Sleep	____
1936.000000	_______	T[0][243]	DelayedArrival	____
1941.000000	1943.000000	T[0][242]	Execute()	1.000000
1943.000000	1944.000000	T[2][7]	Execute()	1.000000
1944.000000	_______	T[0][244]	DelayedArrival	____
1944.000000	1946.000000	T[0][243]	Execute()	1.000000
1946.000000	_______	T[1][140]	DelayedArrival	____
1946.000000	1948.500000	T[2][7]	Execute()	1.000000
1948.500000	1957.000000	____	Sleep	____
1949.000000	_______	T[0][245]	DelayedArrival	____
1957.000000	1957.500000	T[1][139]	Execute()	1.000000
1957.500000	1958.500000	T[0][244]	Execute()	1.000000
1958.500000	1966.000000	____	Sleep	____
1960.000000	_______	T[0][246]	DelayedArrival	____
1960.000000	_______	T[1][141]	DelayedArrival	____
1960.000000	_______	T[2][9]	DelayedArrival	____
1966.000000	1967.000000	T[0][245]	Execute()	1.000000
1967.000000	1973.000000	____	Sleep	____
1967.500000	_______	T[0][247]	DelayedArrival	____
1973.000000	1973.500000	T[1][140]	Execute()	1.000000
1973.500000	1974.000000	T[0][246]	Execute()	1.000000
1974.000000	_______	T[1][142]	DelayedArrival	____
1974.000000	1974.500000	T[0][246]	Execute()	1.000000
1974.500000	1982.000000	____	Sleep	____
1975.000000	_______	T[0][248]	DelayedArrival	____
1982.000000	1984.000000	T[0][247]	Execute()	1.000000
1984.000000	_______	T[0][249]	DelayedArrival	____
1984.000000	1987.000000	____	Sleep	____
1987.000000	1987.500000	T[1][141]	Execute()	1.000000
1987.500000	1990.000000	____	Sleep	____
1988.000000	_______	T[1][143]	DelayedArrival	____
1990.000000	1990.500000	T[0][248]	Execute()	1.000000
1990.500000	1998.000000	____	Sleep	____
1991.000000	_______	T[0][250]	DelayedArrival	____
1998.000000	1998.500000	T[0][249]	Execute()	1.000000
1998.500000	2001.000000	____	Sleep	____
1999.000000	_______	T[0][251]	DelayedArrival	____
2001.000000	2001.500000	T[1][142]	Execute()	1.000000
2001.500000	2006.000000	____	Sleep	____
2002.000000	_______	T[1][144]	DelayedArrival	____
2006.000000	2008.000000	T[0][250]	Execute()	1.000000
2008.000000	_______	T[0][252]	DelayedArrival	____
2008.000000	2013.000000	____	Sleep	____
2013.000000	2013.500000	T[1][143]	Execute()	1.000000
2013.500000	2015.500000	T[0][251]	Execute()	1.000000
2015.500000	2022.000000	____	Sleep	____
2016.000000	_______	T[0][253]	DelayedArrival	____
2016.000000	_______	T[1][145]	DelayedArrival	____
2022.000000	2023.000000	T[0][252]	Execute()	1.000000
2023.000000	2029.000000	____	Sleep	____
2023.500000	_______	T[0][254]	DelayedArrival	____
2029.000000	2029.500000	T[1][144]	Execute()	1.000000
2029.500000	2030.000000	T[0][253]	Execute()	1.000000
2030.000000	_______	T[1][146]	DelayedArrival	____
2030.000000	2031.500000	T[0][253]	Execute()	1.000000
2031.500000	2038.000000	____	Sleep	____
2032.000000	_______	T[0][255]	DelayedArrival	____
2038.000000	2040.000000	T[0][254]	Execute()	1.000000
2040.000000	_______	T[0][256]	DelayedArrival	____
2040.000000	2043.000000	____	Sleep	____
2043.000000	2043.500000	T[1][145]	Execute()	1.000000
2043.500000	2046.000000	____	Sleep	____
2044.000000	_______	T[1][147]	DelayedArrival	____
2046.000000	2048.000000	T[0][255]	Execute()	1.000000
2048.000000	_______	T[0][257]	DelayedArrival	____
2048.000000	2053.000000	____	Sleep	____
2053.000000	2054.000000	T[0][256]	Execute()	1.000000
2054.000000	2055.000000	____	Sleep	____
2055.000000	2056.000000	T[1][146]	Execute()	1.000000
2056.000000	_______	T[0][258]	DelayedArrival	____
2056.000000	2058.000000	T[0][257]	Execute()	1.000000
2058.000000	_______	T[1][148]	DelayedArrival	____
2058.000000	2058.500000	T[1][147]	Execute()	1.000000
2058.500000	2071.000000	____	Sleep	____
2064.000000	_______	T[0][259]	DelayedArrival	____
2071.000000	2071.500000	T[0][258]	Execute()	1.000000
2071.500000	2072.000000	T[3][4]	Execute()	1.000000
2072.000000	_______	T[0][260]	DelayedArrival	____
2072.000000	_______	T[1][149]	DelayedArrival	____
2072.000000	2073.000000	T[0][259]	Execute()	1.000000
2073.000000	2074.000000	T[1][148]	Execute()	1.000000
2074.000000	2078.000000	____	Sleep	____
2078.000000	2080.000000	T[3][4]	Execute()	1.000000
2080.000000	_______	T[0][261]	DelayedArrival	____
2080.000000	2082.000000	T[0][260]	Execute()	1.000000
2082.000000	2086.000000	____	Sleep	____
2086.000000	_______	T[1][150]	DelayedArrival	____
2086.000000	2088.000000	T[3][4]	Execute()	1.000000
2088.000000	_______	T[0][262]	DelayedArrival	____
2088.000000	2089.000000	T[0][261]	Execute()	1.000000
2089.000000	2096.000000	T[3][4]	Execute()	1.000000
2096.000000	_______	T[0][263]	DelayedArrival	____
2096.000000	2100.000000	T[3][4]	Execute()	1.000000
2100.000000	_______	T[1][151]	DelayedArrival	____
2100.000000	_______	T[3][6]	DelayedArrival	____
2100.000000	2104.000000	T[3][4]	Execute()	1.000000
2104.000000	_______	T[0][264]	DelayedArrival	____
2104.000000	2110.500000	T[3][4]	Execute()	1.000000
2110.500000	2111.000000	T[1][149]	Execute()	1.000000
2111.000000	2112.000000	T[0][262]	Execute()	1.000000
2112.000000	_______	T[0][265]	DelayedArrival	____
2112.000000	2113.000000	T[0][262]	Execute()	1.000000
2113.000000	2113.500000	T[0][263]	Execute()	1.000000
2113.500000	2114.000000	T[1][150]	Execute()	1.000000
2114.000000	_______	T[1][152]	DelayedArrival	____
2114.000000	2114.500000	T[1][150]	Execute()	1.000000
2114.500000	2118.000000	____	Sleep	____
2118.000000	2119.000000	T[0][264]	Execute()	1.000000
2119.000000	2125.000000	____	Sleep	____
2119.500000	_______	T[0][266]	DelayedArrival	____
2125.000000	2125.500000	T[1][151]	Execute()	1.000000
2125.500000	2126.000000	T[0][265]	Execute()	1.000000
2126.000000	2134.000000	____	Sleep	____
2128.000000	_______	T[0][267]	DelayedArrival	____
2128.000000	_______	T[1][153]	DelayedArrival	____
2134.000000	2134.500000	T[0][266]	Execute()	1.000000
2134.500000	2141.000000	____	Sleep	____
2135.000000	_______	T[0][268]	DelayedArrival	____
2141.000000	2141.500000	T[1][152]	Execute()	1.000000
2141.500000	2142.000000	T[0][267]	Execute()	1.000000
2142.000000	_______	T[1][154]	DelayedArrival	____
2142.000000	2142.500000	T[0][267]	Execute()	1.000000
2142.500000	2150.000000	____	Sleep	____
2143.000000	_______	T[0][269]	DelayedArrival	____
2150.000000	2150.500000	T[0][268]	Execute()	1.000000
2150.500000	2155.000000	____	Sleep	____
2151.000000	_______	T[0][270]	DelayedArrival	____
2155.000000	2155.500000	T[1][153]	Execute()	1.000000
2155.500000	2158.000000	____	Sleep	____
2156.000000	_______	T[1][155]	DelayedArrival	____
2158.000000	2158.500000	T[0][269]	Execute()	1.000000
2158.500000	2166.000000	____	Sleep	____
2159.500000	_______	T[0][271]	DelayedArrival	____
2166.000000	2167.000000	T[0][270]	Execute()	1.000000
2167.000000	2169.000000	____	Sleep	____
2168.000000	_______	T[0][272]	DelayedArrival	____
2169.000000	2170.000000	T[1][154]	Execute()	1.000000
2170.000000	_______	T[1][156]	DelayedArrival	____
2170.000000	2172.000000	____	Sleep	____
2172.000000	2174.000000	T[0][271]	Execute()	1.000000
2174.000000	2175.000000	T[1][155]	Execute()	1.000000
2175.000000	2176.000000	T[2][8]	Execute()	1.000000
2176.000000	_______	T[0][273]	DelayedArrival	____
2176.000000	2178.000000	T[0][272]	Execute()	1.000000
2178.000000	2184.000000	T[2][8]	Execute()	1.000000
2184.000000	_______	T[0][274]	DelayedArrival	____
2184.000000	_______	T[1][157]	DelayedArrival	____
2184.000000	2185.000000	T[0][273]	Execute()	1.000000
2185.000000	2189.000000	____	Sleep	____
2189.000000	2190.000000	T[1][156]	Execute()	1.000000
2190.000000	2191.000000	____	Sleep	____
2191.000000	2192.000000	T[2][8]	Execute()	1.000000
2192.000000	_______	T[0][275]	DelayedArrival	____
2192.000000	2193.000000	T[0][274]	Execute()	1.000000
2193.000000	2198.000000	T[2][8]	Execute()	1.000000
2198.000000	_______	T[1][158]	DelayedArrival	____
2198.000000	2200.000000	T[2][8]	Execute()	1.000000
2200.000000	_______	T[0][276]	DelayedArrival	____
2200.000000	2205.000000	T[2][8]	Execute()	1.000000
2205.000000	_______	T[2][10]	DelayedArrival	____
2205.000000	2206.000000	____	Sleep	____
2206.000000	2206.500000	T[0][275]	Execute()	1.000000
2206.500000	2211.000000	____	Sleep	____
2207.500000	_______	T[0][277]	DelayedArrival	____
2211.000000	2212.000000	T[1][157]	Execute()	1.000000
2212.000000	_______	T[1][159]	DelayedArrival	____
2212.000000	2214.000000	____	Sleep	____
2214.000000	2216.000000	T[0][276]	Execute()	1.000000
2216.000000	_______	T[0][278]	DelayedArrival	____
2216.000000	2222.000000	____	Sleep	____
2222.000000	2223.000000	T[0][277]	Execute()	1.000000
2223.000000	2225.000000	____	Sleep	____
2223.500000	_______	T[0][279]	DelayedArrival	____
2225.000000	2225.500000	T[1][158]	Execute()	1.000000
2225.500000	2230.000000	____	Sleep	____
2226.000000	_______	T[1][160]	DelayedArrival	____
2230.000000	2232.000000	T[0][278]	Execute()	1.000000
2232.000000	_______	T[0][280]	DelayedArrival	____
2232.000000	2237.000000	____	Sleep	____
2237.000000	2238.000000	T[1][159]	Execute()	1.000000
2238.000000	2240.000000	T[0][279]	Execute()	1.000000
2240.000000	_______	T[0][281]	DelayedArrival	____
2240.000000	_______	T[1][161]	DelayedArrival	____
2240.000000	2246.000000	____	Sleep	____
2246.000000	2247.000000	T[0][280]	Execute()	1.000000
2247.000000	2253.000000	____	Sleep	____
2248.000000	_______	T[0][282]	DelayedArrival	____
2253.000000	2254.000000	T[1][160]	Execute()	1.000000
2254.000000	_______	T[1][162]	DelayedArrival	____
2254.000000	2255.000000	T[0][281]	Execute()	1.000000
2255.000000	2262.000000	____	Sleep	____
2256.000000	_______	T[0][283]	DelayedArrival	____
2262.000000	2263.000000	T[0][282]	Execute()	1.000000
2263.000000	2267.000000	____	Sleep	____
2264.000000	_______	T[0][284]	DelayedArrival	____
2267.000000	2268.000000	T[1][161]	Execute()	1.000000
2268.000000	_______	T[1][163]	DelayedArrival	____
2268.000000	2270.000000	____	Sleep	____
2270.000000	2271.000000	T[0][283]	Execute()	1.000000
2271.000000	2278.000000	____	Sleep	____
2271.500000	_______	T[0][285]	DelayedArrival	____
2278.000000	2278.500000	T[0][284]	Execute()	1.000000
2278.500000	2281.000000	____	Sleep	____
2279.000000	_______	T[0][286]	DelayedArrival	____
2281.000000	2281.500000	T[1][162]	Execute()	1.000000
2281.500000	2286.000000	____	Sleep	____
2282.000000	_______	T[1][164]	DelayedArrival	____
2286.000000	2286.500000	T[0][285]	Execute()	1.000000
2286.500000	2293.000000	____	Sleep	____
2287.500000	_______	T[0][287]	DelayedArrival	____
2293.000000	2294.000000	T[1][163]	Execute()	1.000000
2294.000000	2296.000000	T[0][286]	Execute()	1.000000
2296.000000	_______	T[0][288]	DelayedArrival	____
2296.000000	_______	T[1][165]	DelayedArrival	____
2296.000000	2302.000000	____	Sleep	____
2302.000000	2302.500000	T[0][287]	Execute()	1.000000
2302.500000	2309.000000	____	Sleep	____
2303.500000	_______	T[0][289]	DelayedArrival	____
2309.000000	2310.000000	T[1][164]	Execute()	1.000000
2310.000000	_______	T[1][166]	DelayedArrival	____
2310.000000	2310.500000	T[0][288]	Execute()	1.000000
2310.500000	2318.000000	____	Sleep	____
2311.500000	_______	T[0][290]	DelayedArrival	____
2318.000000	2319.000000	T[0][289]	Execute()	1.000000
2319.000000	2323.000000	____	Sleep	____
2320.000000	_______	T[0][291]	DelayedArrival	____
2323.000000	2324.000000	T[1][165]	Execute()	1.000000
2324.000000	_______	T[1][167]	DelayedArrival	____
2324.000000	2326.000000	____	Sleep	____
2326.000000	2328.000000	T[0][290]	Execute()	1.000000
2328.000000	_______	T[0][292]	DelayedArrival	____
2328.000000	2334.000000	____	Sleep	____
2334.000000	2335.000000	T[0][291]	Execute()	1.000000
2335.000000	2337.000000	____	Sleep	____
2335.500000	_______	T[0][293]	DelayedArrival	____
2337.000000	2337.500000	T[1][166]	Execute()	1.000000
2337.500000	2342.000000	____	Sleep	____
2338.000000	_______	T[1][168]	DelayedArrival	____
2342.000000	2342.500000	T[0][292]	Execute()	1.000000
2342.500000	2349.000000	____	Sleep	____
2343.500000	_______	T[0][294]	DelayedArrival	____
2349.000000	2350.000000	T[1][167]	Execute()	1.000000
2350.000000	2352.000000	T[0][293]	Execute()	1.000000
2352.000000	_______	T[0][295]	DelayedArrival	____
2352.000000	_______	T[1][169]	DelayedArrival	____
2352.000000	2358.000000	____	Sleep	____
2358.000000	2359.000000	T[0][294]	Execute()	1.000000
2359.000000	2365.000000	____	Sleep	____
2359.500000	_______	T[0][296]	DelayedArrival	____
2365.000000	2365.500000	T[1][168]	Execute()	1.000000
2365.500000	2366.000000	T[0][295]	Execute()	1.000000
2366.000000	_______	T[1][170]	DelayedArrival	____
2366.000000	2374.000000	____	Sleep	____
2367.000000	_______	T[0][297]	DelayedArrival	____
2374.000000	2375.000000	T[0][296]	Execute()	1.000000
2375.000000	2379.000000	____	Sleep	____
2376.000000	_______	T[0][298]	DelayedArrival	____
2379.000000	2380.000000	T[1][169]	Execute()	1.000000
2380.000000	_______	T[1][171]	DelayedArrival	____
2380.000000	2382.000000	____	Sleep	____
2382.000000	2382.500000	T[0][297]	Execute()	1.000000
2382.500000	2390.000000	____	Sleep	____
2383.000000	_______	T[0][299]	DelayedArrival	____
2390.000000	2392.000000	T[0][298]	Execute()	1.000000
2392.000000	_______	T[0][300]	DelayedArrival	____
2392.000000	2393.000000	____	Sleep	____
2393.000000	2393.500000	T[1][170]	Execute()	1.000000
2393.500000	2398.000000	____	Sleep	____
2394.000000	_______	T[1][172]	DelayedArrival	____
2398.000000	2400.000000	T[0][299]	Execute()	1.000000
2400.000000	_______	T[0][301]	DelayedArrival	____
2400.000000	2405.000000	____	Sleep	____
2405.000000	2405.500000	T[1][171]	Execute()	1.000000
2405.500000	2406.500000	T[0][300]	Execute()	1.000000
2406.500000	2414.000000	____	Sleep	____
2408.000000	_______	T[0][302]	DelayedArrival	____
2408.000000	_______	T[1][173]	DelayedArrival	____
2414.000000	2414.500000	T[0][301]	Execute()	1.000000
2414.500000	2419.000000	____	Sleep	____
2415.000000	_______	T[0][303]	DelayedArrival	____
2419.000000	2419.500000	T[1][172]	Execute()	1.000000
2419.500000	2421.500000	T[0][302]	Execute()	1.000000
2421.500000	2422.000000	T[2][9]	Execute()	1.000000
2422.000000	_______	T[1][174]	DelayedArrival	____
2422.000000	2422.500000	T[1][173]	Execute()	1.000000
2422.500000	2424.000000	T[2][9]	Execute()	1.000000
2424.000000	_______	T[0][304]	DelayedArrival	____
2424.000000	2424.500000	T[0][303]	Execute()	1.000000
2424.500000	2430.000000	____	Sleep	____
2430.000000	2432.000000	T[2][9]	Execute()	1.000000
2432.000000	_______	T[0][305]	DelayedArrival	____
2432.000000	2433.000000	T[0][304]	Execute()	1.000000
2433.000000	2438.000000	____	Sleep	____
2436.000000	_______	T[1][175]	DelayedArrival	____
2438.000000	2440.000000	T[2][9]	Execute()	1.000000
2440.000000	_______	T[0][306]	DelayedArrival	____
2440.000000	2440.500000	T[0][305]	Execute()	1.000000
2440.500000	2444.500000	T[2][9]	Execute()	1.000000
2444.500000	2449.000000	____	Sleep	____
2445.000000	_______	T[0][307]	DelayedArrival	____
2449.000000	2449.500000	T[1][174]	Execute()	1.000000
2449.500000	2454.000000	____	Sleep	____
2450.000000	_______	T[1][176]	DelayedArrival	____
2450.000000	_______	T[2][11]	DelayedArrival	____
2454.000000	2456.000000	T[0][306]	Execute()	1.000000
2456.000000	_______	T[0][308]	DelayedArrival	____
2456.000000	2461.000000	____	Sleep	____
2461.000000	2462.000000	T[1][175]	Execute()	1.000000
2462.000000	2463.000000	T[0][307]	Execute()	1.000000
2463.000000	2467.000000	____	Sleep	____
2464.000000	_______	T[0][309]	DelayedArrival	____
2464.000000	_______	T[1][177]	DelayedArrival	____
2467.000000	2469.000000	T[0][308]	Execute()	1.000000
2469.000000	2470.000000	T[1][176]	Execute()	1.000000
2470.000000	2471.000000	____	Sleep	____
2471.000000	2472.000000	T[3][5]	Execute()	1.000000
2472.000000	_______	T[0][310]	DelayedArrival	____
2472.000000	2474.000000	T[0][309]	Execute()	1.000000
2474.000000	2478.000000	T[3][5]	Execute()	1.000000
2478.000000	_______	T[1][178]	DelayedArrival	____
2478.000000	2479.000000	T[1][177]	Execute()	1.000000
2479.000000	2485.000000	____	Sleep	____
2480.000000	_______	T[0][311]	DelayedArrival	____
2485.000000	2487.000000	T[0][310]	Execute()	1.000000
2487.000000	2488.000000	T[3][5]	Execute()	1.000000
2488.000000	_______	T[0][312]	DelayedArrival	____
2488.000000	2488.500000	T[0][311]	Execute()	1.000000
2488.500000	2501.000000	____	Sleep	____
2492.000000	_______	T[0][313]	DelayedArrival	____
2492.000000	_______	T[1][179]	DelayedArrival	____
2501.000000	2501.500000	T[0][312]	Execute()	1.000000
2501.500000	2503.000000	____	Sleep	____
2503.000000	2504.000000	T[1][178]	Execute()	1.000000
2504.000000	_______	T[0][314]	DelayedArrival	____
2504.000000	2505.000000	T[0][313]	Execute()	1.000000
2505.000000	2517.000000	____	Sleep	____
2506.000000	_______	T[0][315]	DelayedArrival	____
2506.000000	_______	T[1][180]	DelayedArrival	____
2517.000000	2517.500000	T[1][179]	Execute()	1.000000
2517.500000	2518.000000	T[0][314]	Execute()	1.000000
2518.000000	2526.000000	____	Sleep	____
2520.000000	_______	T[0][316]	DelayedArrival	____
2520.000000	_______	T[1][181]	DelayedArrival	____
2520.000000	_______	T[3][7]	DelayedArrival	____
2526.000000	2527.000000	T[0][315]	Execute()	1.000000
2527.000000	2533.000000	____	Sleep	____
2528.000000	_______	T[0][317]	DelayedArrival	____
2533.000000	2534.000000	T[1][180]	Execute()	1.000000
2534.000000	_______	T[1][182]	DelayedArrival	____
2534.000000	2535.000000	T[0][316]	Execute()	1.000000
2535.000000	2542.000000	____	Sleep	____
2536.000000	_______	T[0][318]	DelayedArrival	____
2542.000000	2544.000000	T[0][317]	Execute()	1.000000
2544.000000	_______	T[0][319]	DelayedArrival	____
2544.000000	2547.000000	____	Sleep	____
2547.000000	2548.000000	T[1][181]	Execute()	1.000000
2548.000000	_______	T[1][183]	DelayedArrival	____
2548.000000	2550.000000	____	Sleep	____
2550.000000	2552.000000	T[0][318]	Execute()	1.000000
2552.000000	_______	T[0][320]	DelayedArrival	____
2552.000000	2558.000000	____	Sleep	____
2558.000000	2559.000000	T[0][319]	Execute()	1.000000
2559.000000	2561.000000	____	Sleep	____
2560.000000	_______	T[0][321]	DelayedArrival	____
2561.000000	2562.000000	T[1][182]	Execute()	1.000000
2562.000000	_______	T[1][184]	DelayedArrival	____
2562.000000	2566.000000	____	Sleep	____
2566.000000	2568.000000	T[0][320]	Execute()	1.000000
2568.000000	_______	T[0][322]	DelayedArrival	____
2568.000000	2573.000000	____	Sleep	____
2573.000000	2573.500000	T[1][183]	Execute()	1.000000
2573.500000	2574.000000	T[0][321]	Execute()	1.000000
2574.000000	2582.000000	____	Sleep	____
2576.000000	_______	T[0][323]	DelayedArrival	____
2576.000000	_______	T[1][185]	DelayedArrival	____
2582.000000	2583.000000	T[0][322]	Execute()	1.000000
2583.000000	2589.000000	____	Sleep	____
2583.500000	_______	T[0][324]	DelayedArrival	____
2589.000000	2589.500000	T[1][184]	Execute()	1.000000
2589.500000	2590.000000	T[0][323]	Execute()	1.000000
2590.000000	_______	T[1][186]	DelayedArrival	____
2590.000000	2591.500000	T[0][323]	Execute()	1.000000
2591.500000	2598.000000	____	Sleep	____
2592.000000	_______	T[0][325]	DelayedArrival	____
2598.000000	2598.500000	T[0][324]	Execute()	1.000000
2598.500000	2603.000000	____	Sleep	____
2599.500000	_______	T[0][326]	DelayedArrival	____
2603.000000	2604.000000	T[1][185]	Execute()	1.000000
2604.000000	_______	T[1][187]	DelayedArrival	____
2604.000000	2606.000000	____	Sleep	____
2606.000000	2608.000000	T[0][325]	Execute()	1.000000
2608.000000	_______	T[0][327]	DelayedArrival	____
2608.000000	2614.000000	____	Sleep	____
2614.000000	2616.000000	T[0][326]	Execute()	1.000000
2616.000000	_______	T[0][328]	DelayedArrival	____
2616.000000	2617.000000	____	Sleep	____
2617.000000	2617.500000	T[1][186]	Execute()	1.000000
2617.500000	2622.000000	____	Sleep	____
2618.000000	_______	T[1][188]	DelayedArrival	____
2622.000000	2623.000000	T[0][327]	Execute()	1.000000
2623.000000	2629.000000	____	Sleep	____
2623.500000	_______	T[0][329]	DelayedArrival	____
2629.000000	2629.500000	T[1][187]	Execute()	1.000000
2629.500000	2631.500000	T[0][328]	Execute()	1.000000
2631.500000	2638.000000	____	Sleep	____
2632.000000	_______	T[0][330]	DelayedArrival	____
2632.000000	_______	T[1][189]	DelayedArrival	____
2638.000000	2640.000000	T[0][329]	Execute()	1.000000
2640.000000	_______	T[0][331]	DelayedArrival	____
2640.000000	2645.000000	____	Sleep	____
2645.000000	2645.500000	T[1][188]	Execute()	1.000000
2645.500000	2646.000000	T[0][330]	Execute()	1.000000
2646.000000	_______	T[1][190]	DelayedArrival	____
2646.000000	2654.000000	____	Sleep	____
2646.500000	_______	T[0][332]	DelayedArrival	____
2654.000000	2656.000000	T[0][331]	Execute()	1.000000
2656.000000	_______	T[0][333]	DelayedArrival	____
2656.000000	2659.000000	____	Sleep	____
2659.000000	2659.500000	T[1][189]	Execute()	1.000000
2659.500000	2661.000000	____	Sleep	____
2660.000000	_______	T[1][191]	DelayedArrival	____
2661.000000	2661.500000	T[0][332]	Execute()	1.000000
2661.500000	2662.500000	T[1][190]	Execute()	1.000000
2662.500000	2670.000000	____	Sleep	____
2664.000000	_______	T[0][334]	DelayedArrival	____
2670.000000	2672.000000	T[0][333]	Execute()	1.000000
2672.000000	_______	T[0][335]	DelayedArrival	____
2672.000000	2672.500000	T[0][334]	Execute()	1.000000
2672.500000	2677.000000	____	Sleep	____
2674.000000	_______	T[1][192]	DelayedArrival	____
2677.000000	2677.500000	T[1][191]	Execute()	1.000000
2677.500000	2679.000000	____	Sleep	____
2679.000000	2680.000000	T[2][10]	Execute()	1.000000
2680.000000	_______	T[0][336]	DelayedArrival	____
2680.000000	2680.500000	T[0][335]	Execute()	1.000000
2680.500000	2688.000000	T[2][10]	Execute()	1.000000
2688.000000	_______	T[0][337]	DelayedArrival	____
2688.000000	_______	T[1][193]	DelayedArrival	____
2688.000000	2695.000000	T[2][10]	Execute()	1.000000
2695.000000	_______	T[2][12]	DelayedArrival	____
2695.000000	2696.000000	T[2][10]	Execute()	1.000000
2696.000000	_______	T[0][338]	DelayedArrival	____
2696.000000	2696.500000	T[2][10]	Execute()	1.000000
2696.500000	2698.500000	T[0][336]	Execute()	1.000000
2698.500000	2701.000000	____	Sleep	____
2701.000000	2701.500000	T[1][192]	Execute()	1.000000
2701.500000	2702.000000	T[0][337]	Execute()	1.000000
2702.000000	_______	T[1][194]	DelayedArrival	____
2702.000000	2703.500000	T[0][337]	Execute()	1.000000
2703.500000	2710.000000	____	Sleep	____
2704.000000	_______	T[0][339]	DelayedArrival	____
2710.000000	2710.500000	T[0][338]	Execute()	1.000000
2710.500000	2715.000000	____	Sleep	____
2711.500000	_______	T[0][340]	DelayedArrival	____
2715.000000	2716.000000	T[1][193]	Execute()	1.000000
2716.000000	_______	T[1][195]	DelayedArrival	____
2716.000000	2718.000000	____	Sleep	____
2718.000000	2718.500000	T[0][339]	Execute()	1.000000
2718.500000	2726.000000	____	Sleep	____
2719.000000	_______	T[0][341]	DelayedArrival	____
2726.000000	2726.500000	T[0][340]	Execute()	1.000000
2726.500000	2729.000000	____	Sleep	____
2727.000000	_______	T[0][342]	DelayedArrival	____
2729.000000	2729.500000	T[1][194]	Execute()	1.000000
2729.500000	2734.000000	____	Sleep	____
2730.000000	_______	T[1][196]	DelayedArrival	____
2734.000000	2736.000000	T[0][341]	Execute()	1.000000
2736.000000	_______	T[0][343]	DelayedArrival	____
2736.000000	2741.000000	____	Sleep	____
2741.000000	2742.000000	T[1][195]	Execute()	1.000000
2742.000000	2744.000000	T[0][342]	Execute()	1.000000
2744.000000	_______	T[0][344]	DelayedArrival	____
2744.000000	_______	T[1][197]	DelayedArrival	____
2744.000000	2750.000000	____	Sleep	____
2750.000000	2751.000000	T[0][343]	Execute()	1.000000
2751.000000	2757.000000	____	Sleep	____
2751.500000	_______	T[0][345]	DelayedArrival	____
2757.000000	2757.500000	T[1][196]	Execute()	1.000000
2757.500000	2758.000000	T[0][344]	Execute()	1.000000
2758.000000	_______	T[1][198]	DelayedArrival	____
2758.000000	2766.000000	____	Sleep	____
2758.500000	_______	T[0][346]	DelayedArrival	____
2766.000000	2768.000000	T[0][345]	Execute()	1.000000
2768.000000	_______	T[0][347]	DelayedArrival	____
2768.000000	2771.000000	____	Sleep	____
2771.000000	2771.500000	T[1][197]	Execute()	1.000000
2771.500000	2774.000000	____	Sleep	____
2772.000000	_______	T[1][199]	DelayedArrival	____
2774.000000	2776.000000	T[0][346]	Execute()	1.000000
2776.000000	_______	T[0][348]	DelayedArrival	____
2776.000000	2782.000000	____	Sleep	____
2782.000000	2783.000000	T[0][347]	Execute()	1.000000
2783.000000	2785.000000	____	Sleep	____
2783.500000	_______	T[0][349]	DelayedArrival	____
2785.000000	2785.500000	T[1][198]	Execute()	1.000000
2785.500000	2790.000000	____	Sleep	____
2786.000000	_______	T[1][200]	DelayedArrival	____
2790.000000	2792.000000	T[0][348]	Execute()	1.000000
2792.000000	_______	T[0][350]	DelayedArrival	____
2792.000000	2797.000000	____	Sleep	____
2797.000000	2798.000000	T[1][199]	Execute()	1.000000
2798.000000	2798.500000	T[0][349]	Execute()	1.000000
2798.500000	2806.000000	____	Sleep	____
2800.000000	_______	T[0][351]	DelayedArrival	____
2800.000000	_______	T[1][201]	DelayedArrival	____
2806.000000	2807.000000	T[0][350]	Execute()	1.000000
2807.000000	2813.000000	____	Sleep	____
2808.000000	_______	T[0][352]	DelayedArrival	____
2813.000000	2814.000000	T[1][200]	Execute()	1.000000
2814.000000	_______	T[1][202]	DelayedArrival	____
2814.000000	2815.000000	T[0][351]	Execute()	1.000000
2815.000000	2822.000000	____	Sleep	____
2816.000000	_______	T[0][353]	DelayedArrival	____
2822.000000	2822.500000	T[0][352]	Execute()	1.000000
2822.500000	2827.000000	____	Sleep	____
2823.500000	_______	T[0][354]	DelayedArrival	____
2827.000000	2828.000000	T[1][201]	Execute()	1.000000
2828.000000	_______	T[1][203]	DelayedArrival	____
2828.000000	2830.000000	____	Sleep	____
2830.000000	2832.000000	T[0][353]	Execute()	1.000000
2832.000000	_______	T[0][355]	DelayedArrival	____
2832.000000	2838.000000	____	Sleep	____
2838.000000	2838.500000	T[0][354]	Execute()	1.000000
2838.500000	2841.000000	____	Sleep	____
2839.500000	_______	T[0][356]	DelayedArrival	____
